bv_id,year,net_assets_th_gbp
GB08721057,2018,11.556
GB08721057,2018,11.556
GB08721057,2019,-1.154
GB08721057,2019,-1.154
GB08721066,2014,-6.283
GB08721066,2014,-6.283
GB08721066,2015,0.94
GB08721066,2015,0.94
GB08721066,2016,4.031
GB08721066,2016,4.031
GB08721066,2017,7.591
GB08721066,2017,7.591
GB08721069,2013,0.186
GB08721069,2014,3.851
GB08721069,2015,0.105
GB08721069,2016,22.723
GB08721069,2017,35.274
GB08721069,2018,37.523
GB08721069,2019,5.912
GB08721110,2014,0.285
GB08721110,2014,0.285
GB08721110,2015,23.43
GB08721110,2015,23.43
GB08721110,2016,0.379
GB08721110,2016,0.379
GB08721110,2017,25.658
GB08721110,2017,25.658
GB08721110,2018,41.144
GB08721110,2018,41.144
GB08721110,2019,54.447
GB08721110,2019,54.447
GB08721113,2014,-69.984
GB08721113,2014,-69.984
GB08721113,2015,140.417
GB08721113,2015,140.417
GB08721113,2016,364.549
GB08721113,2016,364.549
GB08721113,2017,487.576
GB08721113,2017,487.576
GB08721113,2018,191.378
GB08721113,2018,191.378
GB08721132,2014,-26.286
GB08721132,2014,-26.286
GB08721132,2015,-42.965
GB08721132,2015,-42.965
GB08721132,2016,-54.163
GB08721132,2016,-54.163
GB08721132,2017,-51.504
GB08721132,2017,-51.504
GB08721132,2018,-49.718
GB08721132,2018,-49.718
GB08721146,2014,-18.673
GB08721146,2014,-18.673
GB08721146,2015,-26.159
GB08721146,2015,-26.159
GB08721146,2016,-26.359
GB08721146,2016,-26.359
GB08721146,2017,-26.409
GB08721146,2017,-26.409
GB08721209,2014,-18.157
GB08721209,2015,-23.068
GB08721209,2016,-19.458
GB08721219,2014,0.432
GB08721219,2015,0.517
GB08721219,2016,0.042
GB08721219,2017,0.2
GB08721219,2018,0.2
GB08721277,2015,37.305
GB08721277,2015,37.305
GB08721277,2016,14.304
GB08721277,2016,14.304
GB08721277,2017,-125.386
GB08721277,2017,-125.386
GB08721277,2018,-251.475
GB08721277,2018,-251.475
GB08721332,2014,2.346
GB08721332,2014,2.346
GB08721332,2015,25.958
GB08721332,2015,25.958
GB08721332,2016,38.896
GB08721332,2016,38.896
GB08721332,2017,0.065
GB08721332,2017,0.065
GB08721332,2018,0.065
GB08721332,2018,0.065
GB08721332,2019,0.065
GB08721332,2019,0.065
GB08721355,2014,1.001
GB08721355,2014,1.001
GB08721355,2015,0.943
GB08721355,2015,0.943
GB08721355,2016,1.133
GB08721355,2016,1.133
GB08721355,2017,0.863
GB08721355,2017,0.863
GB08721355,2018,3.067
GB08721355,2018,3.067
GB08721355,2019,5.043
GB08721355,2019,5.043
GB08721381,2014,0.001
GB08721381,2015,5.045
GB08721381,2016,0.008
GB08721381,2017,0.516
GB08721381,2018,0.017
GB08721383,2014,0.434
GB08721383,2014,0.434
GB08721383,2015,0.441
GB08721383,2015,0.441
GB08721383,2016,0.468
GB08721383,2016,0.468
GB08721383,2017,4.383
GB08721383,2017,4.383
GB08721383,2018,0.13
GB08721383,2018,0.13
GB08721384,2015,11.075
GB08721384,2016,10.405
GB08721384,2017,0.001
GB08721384,2018,0.001
GB08721386,2014,-24.497
GB08721386,2014,-24.497
GB08721386,2015,-34.36
GB08721386,2015,-34.36
GB08721386,2016,-39.889
GB08721386,2016,-39.889
GB08721386,2017,-4.95
GB08721386,2017,-4.95
GB08721386,2018,15.49
GB08721386,2018,15.49
GB08721474,2014,-289.116
GB08721474,2014,-289.116
GB08721474,2015,-289.116
GB08721474,2015,-289.116
GB08721474,2016,-289.116
GB08721474,2016,-289.116
GB08721474,2017,-289.116
GB08721474,2017,-289.116
GB08721474,2018,-289.116
GB08721474,2018,-289.116
GB08721474,2019,-289.116
GB08721474,2019,-289.116
GB08721502,2014,0.001
GB08721502,2014,0.001
GB08721502,2015,16.684
GB08721502,2015,16.684
GB08721502,2016,37.531
GB08721502,2016,37.531
GB08721502,2017,7.589
GB08721502,2017,7.589
GB08721502,2018,0.267
GB08721502,2018,0.267
GB08721506,2013,-11.931
GB08721506,2014,-585.262
GB08721506,2015,-2312.084
GB08721506,2016,-4288.022
GB08721506,2017,-10195.811
GB08721641,2014,0.629
GB08721641,2015,-0.531
GB08721641,2016,0.321
GB08721641,2017,2.923
GB08721641,2018,6.243
GB08721643,2014,0.01
GB08721643,2015,0.01
GB08721643,2016,0.01
GB08721643,2017,0.01
GB08721643,2018,-0.455
GB08721728,2014,-647.729
GB08721728,2015,-488.315
GB08721728,2016,-1073.022
GB08721728,2017,-1037.665
GB08721728,2018,-917.986
GB08721728,2019,-1555.743
GB08721788,2015,8.043
GB08721788,2015,8.043
GB08721788,2016,3.736
GB08721788,2016,3.736
GB08721788,2017,2.132
GB08721788,2017,2.132
GB08721788,2018,0.494
GB08721788,2018,0.494
GB08721807,2014,-2.598
GB08721807,2015,-7.388
GB08721807,2016,-12.787
GB08721807,2017,-14.31
GB08721807,2018,-17.634
GB08721861,2014,-28.635
GB08721861,2014,-28.635
GB08721861,2015,-30.397
GB08721861,2015,-30.397
GB08721861,2016,-31.019
GB08721861,2016,-31.019
GB08721861,2017,-48.823
GB08721861,2017,-48.823
GB08721861,2018,-74.977
GB08721861,2018,-74.977
GB08721861,2019,-10.867
GB08721861,2019,-10.867
GB08721881,2015,2.943
GB08721881,2016,3.131
GB08721881,2017,1.381
GB08721881,2018,1.102
GB08721881,2019,0.777
GB08721891,2015,-792.539
GB08721891,2015,-792.539
GB08721891,2016,-1013.148
GB08721891,2016,-1013.148
GB08721891,2017,11472.702
GB08721891,2017,11472.702
GB08721891,2018,26103.939
GB08721891,2018,26103.939
GB08721891,2019,25704.32
GB08721891,2019,25704.32
GB08721917,2014,-700.665
GB08721917,2014,-700.665
GB08721917,2015,-878.705
GB08721917,2015,-878.705
GB08721917,2016,-657.887
GB08721917,2016,-657.887
GB08721917,2017,-310.403
GB08721917,2017,-310.403
GB08721917,2018,-45.094
GB08721917,2018,-45.094
GB08721917,2019,67.778
GB08721917,2019,67.778
GB08721921,2014,6.173
GB08721921,2015,6.822
GB08721921,2016,8.322
GB08721921,2017,9.63
GB08721921,2018,2.263
GB08721925,2014,-584.0
GB08721925,2015,202.273
GB08721925,2016,47.766
GB08721925,2017,-1.547
GB08721925,2018,-148.429
GB08721949,2014,0.161
GB08721949,2014,0.161
GB08721949,2015,0.222
GB08721949,2015,0.222
GB08721949,2016,0.685
GB08721949,2016,0.685
GB08721954,2014,0.002
GB08721954,2014,0.002
GB08721954,2015,-0.911
GB08721954,2015,-0.911
GB08721954,2016,-0.911
GB08721954,2016,-0.911
GB08721954,2017,-0.911
GB08721954,2017,-0.911
GB08721957,2014,117.0
GB08721957,2015,-53.0
GB08721957,2016,-1119.0
GB08721957,2017,-604.0
GB08721957,2018,-2507.0
GB08722051,2014,1.256
GB08722051,2014,1.256
GB08722051,2015,-2.425
GB08722051,2015,-2.425
GB08722051,2016,-1.464
GB08722051,2016,-1.464
GB08722051,2017,1.639
GB08722051,2017,1.639
GB08722051,2018,-0.041
GB08722051,2018,-0.041
GB08722052,2014,12.178
GB08722052,2014,12.178
GB08722052,2015,0.804
GB08722052,2015,0.804
GB08722052,2016,8.869
GB08722052,2016,8.869
GB08722052,2017,6.875
GB08722052,2017,6.875
GB08722052,2018,14.041
GB08722052,2018,14.041
GB08722059,2014,2.3
GB08722059,2015,5.496
GB08722059,2016,0.777
GB08722063,2014,-0.623
GB08722063,2014,-0.623
GB08722063,2015,0.222
GB08722063,2015,0.222
GB08722063,2016,0.669
GB08722063,2016,0.669
GB08722063,2017,3.526
GB08722063,2017,3.526
GB08722063,2018,4.152
GB08722063,2018,4.152
GB08722170,2014,-0.348
GB08722170,2014,-0.348
GB08722170,2015,0.187
GB08722170,2015,0.187
GB08722170,2016,0.2
GB08722170,2016,0.2
GB08722170,2017,5.022
GB08722170,2017,5.022
GB08722170,2018,6.914
GB08722170,2018,6.914
GB08722249,2014,0.001
GB08722249,2014,0.001
GB08722249,2015,-1.981
GB08722249,2015,-1.981
GB08722249,2016,-11.759
GB08722249,2016,-11.759
GB08722249,2017,-7.53
GB08722249,2017,-7.53
GB08722328,2014,0.016
GB08722328,2014,0.016
GB08722328,2015,31.386
GB08722328,2015,31.386
GB08722328,2016,0.005
GB08722328,2016,0.005
GB08722328,2017,0.199
GB08722328,2017,0.199
GB08722328,2018,40.095
GB08722328,2018,40.095
GB08722332,2014,1.417
GB08722332,2015,35.152
GB08722332,2016,-3.16
GB08722332,2017,-3.264
GB08722332,2018,-11.369
GB08722345,2014,11.112
GB08722345,2014,11.112
GB08722345,2015,36.515
GB08722345,2015,36.515
GB08722345,2016,217.407
GB08722345,2016,217.407
GB08722345,2017,24.828
GB08722345,2017,24.828
GB08722345,2018,-496.408
GB08722345,2018,-496.408
GB08722421,2014,5.498
GB08722421,2014,5.498
GB08722421,2015,3.267
GB08722421,2015,3.267
GB08722421,2016,0.296
GB08722421,2016,0.296
GB08722421,2017,0.408
GB08722421,2017,0.408
GB08722421,2018,0.744
GB08722421,2018,0.744
GB08722421,2019,2.278
GB08722421,2019,2.278
GB08722456,2014,-6.869
GB08722456,2014,-6.869
GB08722456,2015,2.429
GB08722456,2015,2.429
GB08722456,2016,-0.767
GB08722456,2016,-0.767
GB08722456,2017,-6.631
GB08722456,2017,-6.631
GB08722456,2018,-4.753
GB08722456,2018,-4.753
GB08722456,2019,-9.559
GB08722456,2019,-9.559
GB08722488,2014,-0.53
GB08722488,2014,-0.53
GB08722488,2015,1.208
GB08722488,2015,1.208
GB08722488,2016,0.06
GB08722488,2016,0.06
GB08722488,2017,2.532
GB08722488,2017,2.532
GB08722488,2018,11.887
GB08722488,2018,11.887
GB08722514,2014,0.511
GB08722514,2014,0.511
GB08722514,2015,0.207
GB08722514,2015,0.207
GB08722514,2016,0.011
GB08722514,2016,0.011
GB08722514,2017,0.012
GB08722514,2017,0.012
GB08722514,2018,-1.729
GB08722514,2018,-1.729
GB08722516,2014,0.02
GB08722516,2015,0.304
GB08722516,2016,0.342
GB08722516,2017,0.979
GB08722516,2018,1.284
GB08722516,2019,1.52
GB08722546,2014,4.105
GB08722546,2015,1.43
GB08722546,2016,0.253
GB08722546,2017,0.179
GB08722546,2018,7.373
GB08722615,2014,26.944
GB08722615,2014,26.944
GB08722615,2015,114.616
GB08722615,2015,114.616
GB08722615,2016,192.689
GB08722615,2016,192.689
GB08722615,2017,92.159
GB08722615,2017,92.159
GB08722615,2018,0.159
GB08722615,2018,0.159
GB08722627,2014,1.267
GB08722627,2014,1.267
GB08722627,2015,-0.131
GB08722627,2015,-0.131
GB08722627,2016,-1.399
GB08722627,2016,-1.399
GB08722627,2017,-0.567
GB08722627,2017,-0.567
GB08722627,2018,-0.571
GB08722627,2018,-0.571
GB08722653,2014,0.001
GB08722653,2014,0.001
GB08722653,2015,0.001
GB08722653,2015,0.001
GB08722653,2017,1728.584
GB08722653,2017,1728.584
GB08722653,2018,1029.113
GB08722653,2018,1029.113
GB08722653,2019,1328.237
GB08722653,2019,1328.237
GB08722779,2014,-14.156
GB08722779,2014,-14.156
GB08722779,2015,-26.349
GB08722779,2015,-26.349
GB08722779,2016,-12.578
GB08722779,2016,-12.578
GB08722779,2017,0.17
GB08722779,2017,0.17
GB08722779,2018,0.796
GB08722779,2018,0.796
GB08722779,2019,0.269
GB08722779,2019,0.269
GB08722806,2013,0.1
GB08722806,2015,42.004
GB08722806,2016,54.407
GB08722806,2017,60.638
GB08722806,2018,104.624
GB08722806,2019,150.765
GB08722823,2014,-0.691
GB08722823,2014,-0.691
GB08722823,2015,-0.691
GB08722823,2015,-0.691
GB08722823,2016,0.494
GB08722823,2016,0.494
GB08722823,2017,0.019
GB08722823,2017,0.019
GB08722823,2018,4.384
GB08722823,2018,4.384
GB08722832,2014,0.794
GB08722832,2015,2.621
GB08722832,2016,0.131
GB08722832,2017,0.203
GB08722832,2018,5.476
GB08722833,2014,0.001
GB08722833,2014,0.001
GB08722833,2015,2.158
GB08722833,2015,2.158
GB08722833,2016,1.89
GB08722833,2016,1.89
GB08722833,2017,-3.954
GB08722833,2017,-3.954
GB08722833,2018,-10.122
GB08722833,2018,-10.122
GB08722994,2014,0.002
GB08722994,2014,0.002
GB08722994,2015,75.994
GB08722994,2015,75.994
GB08722994,2016,21.583
GB08722994,2016,21.583
GB08722994,2017,42.408
GB08722994,2017,42.408
GB08722994,2018,29.906
GB08722994,2018,29.906
GB08723002,2014,-5.82
GB08723002,2015,-11.865
GB08723002,2016,-17.544
GB08723002,2017,-18.36
GB08723002,2018,-17.776
GB08723009,2015,-1.58
GB08723009,2016,-3.206
GB08723009,2017,-4.084
GB08723018,2015,-2.924
GB08723018,2016,-7.292
GB08723018,2017,-66.679
GB08723018,2018,-74.597
GB08723080,2014,0.001
GB08723080,2014,0.001
GB08723080,2015,0.001
GB08723080,2015,0.001
GB08723080,2016,3.065
GB08723080,2016,3.065
GB08723080,2017,-0.54
GB08723080,2017,-0.54
GB08723080,2018,-4.691
GB08723080,2018,-4.691
GB08723081,2014,-1.51
GB08723081,2014,-1.51
GB08723081,2015,-3.193
GB08723081,2015,-3.193
GB08723081,2016,-5.719
GB08723081,2016,-5.719
GB08723081,2017,-3.215
GB08723081,2017,-3.215
GB08723081,2018,-3.227
GB08723081,2018,-3.227
GB08723099,2014,2.864
GB08723099,2015,1.483
GB08723099,2016,1.809
GB08723099,2017,3.567
GB08723116,2015,0.01
GB08723116,2016,0.01
GB08723116,2017,0.01
GB08723116,2018,-2.073
GB08723116,2019,-3.313
GB08723133,2014,0.832
GB08723133,2014,0.832
GB08723133,2015,1.031
GB08723133,2015,1.031
GB08723133,2016,2.003
GB08723133,2016,2.003
GB08723133,2017,-1.749
GB08723133,2017,-1.749
GB08723133,2018,0.829
GB08723133,2018,0.829
GB08723141,2014,0.001
GB08723141,2015,-0.024
GB08723141,2016,0.013
GB08723141,2017,1.387
GB08723141,2018,0.001
GB08723144,2014,-5.336
GB08723144,2014,-5.336
GB08723144,2015,-31.054
GB08723144,2015,-31.054
GB08723144,2016,-49.26
GB08723144,2016,-49.26
GB08723144,2017,-44.583
GB08723144,2017,-44.583
GB08723144,2018,-58.402
GB08723144,2018,-58.402
GB08723162,2014,2.902
GB08723162,2014,2.902
GB08723162,2015,2.413
GB08723162,2015,2.413
GB08723162,2016,1.869
GB08723162,2016,1.869
GB08723162,2017,17.05
GB08723162,2017,17.05
GB08723163,2015,1.357
GB08723163,2015,1.357
GB08723163,2016,1.151
GB08723163,2016,1.151
GB08723163,2017,0.774
GB08723163,2017,0.774
GB08723163,2018,0.362
GB08723163,2018,0.362
GB08723163,2019,0.306
GB08723163,2019,0.306
GB08723166,2014,4.446
GB08723166,2015,2.313
GB08723166,2016,0.087
GB08723166,2017,9.474
GB08723184,2014,3.578
GB08723184,2014,3.578
GB08723184,2015,8.057
GB08723184,2015,8.057
GB08723184,2016,1.578
GB08723184,2016,1.578
GB08723184,2017,13.171
GB08723184,2017,13.171
GB08723185,2014,4.016
GB08723185,2014,4.016
GB08723185,2015,8.214
GB08723185,2015,8.214
GB08723185,2016,4.496
GB08723185,2016,4.496
GB08723185,2017,0.961
GB08723185,2017,0.961
GB08723218,2014,1.366
GB08723218,2014,1.366
GB08723218,2015,3.538
GB08723218,2015,3.538
GB08723218,2016,-0.562
GB08723218,2016,-0.562
GB08723218,2017,-0.456
GB08723218,2017,-0.456
GB08723218,2018,-2.16
GB08723218,2018,-2.16
GB08723218,2019,3.118
GB08723218,2019,3.118
GB08723266,2014,2.125
GB08723266,2015,0.218
GB08723266,2016,0.529
GB08723326,2014,-2.916
GB08723326,2014,-2.916
GB08723326,2015,0.176
GB08723326,2015,0.176
GB08723326,2016,0.269
GB08723326,2016,0.269
GB08723326,2017,0.42
GB08723326,2017,0.42
GB08723326,2018,0.608
GB08723326,2018,0.608
GB08723446,2014,33.516
GB08723446,2015,34.874
GB08723446,2016,0.001
GB08723470,2014,2.402
GB08723470,2015,5.647
GB08723470,2016,6.962
GB08723470,2017,1.413
GB08723470,2018,1.011
GB08723482,2014,0.688
GB08723482,2015,-3.617
GB08723482,2016,-4.072
GB08723482,2017,-2.99
GB08723488,2014,2.445
GB08723488,2015,2.891
GB08723488,2017,1.759
GB08723488,2018,1.715
GB08723488,2019,1.481
GB08723489,2014,2.107
GB08723489,2015,1.866
GB08723489,2017,1.34
GB08723489,2018,0.843
GB08723489,2019,-0.283
GB08723491,2015,-0.114
GB08723491,2016,-0.02
GB08723528,2014,1.03
GB08723528,2015,0.345
GB08723528,2016,0.337
GB08723528,2017,0.157
GB08723528,2018,0.013
GB08723538,2015,-39.072
GB08723538,2016,83.918
GB08723538,2017,208.382
GB08723538,2018,580.629
GB08723573,2014,0.947
GB08723573,2014,0.947
GB08723573,2015,1.243
GB08723573,2015,1.243
GB08723573,2016,3.112
GB08723573,2016,3.112
GB08723573,2017,-3.651
GB08723573,2017,-3.651
GB08723573,2018,3.136
GB08723573,2018,3.136
GB08723676,2014,0.288
GB08723676,2014,0.288
GB08723676,2015,0.175
GB08723676,2015,0.175
GB08723676,2016,53.958
GB08723676,2016,53.958
GB08723676,2017,53.445
GB08723676,2017,53.445
GB08723703,2014,-2.347
GB08723703,2015,3.809
GB08723703,2016,1.966
GB08723703,2017,9.493
GB08723703,2018,6.872
GB08723721,2014,-143.378
GB08723721,2015,-208.156
GB08723721,2016,-480.449
GB08723721,2017,-696.673
GB08723721,2018,-339.643
GB08723754,2014,0.002
GB08723754,2015,0.002
GB08723754,2016,0.002
GB08723754,2017,-0.04
GB08723754,2018,17.893
GB08723792,2014,0.496
GB08723792,2014,0.496
GB08723792,2015,1.995
GB08723792,2015,1.995
GB08723792,2016,2.35
GB08723792,2016,2.35
GB08723792,2017,5.436
GB08723792,2017,5.436
GB08723792,2018,54.836
GB08723792,2018,54.836
GB08723813,2014,-3.634
GB08723813,2014,-3.634
GB08723813,2015,-0.655
GB08723813,2015,-0.655
GB08723813,2016,4.786
GB08723813,2016,4.786
GB08723813,2017,63.957
GB08723813,2017,63.957
GB08723813,2018,73.102
GB08723813,2018,73.102
GB08723859,2014,0.64
GB08723859,2015,-23.731
GB08723859,2016,2.379
GB08723859,2017,2.072
GB08723859,2018,4.966
GB08723859,2019,-3.503
GB08723861,2014,0.1
GB08723861,2015,-4.408
GB08723861,2016,-7.549
GB08723861,2017,-11.851
GB08723861,2018,2.106
GB08723865,2014,0.398
GB08723865,2015,-21.504
GB08723865,2016,27.185
GB08723865,2017,43.945
GB08723865,2018,82.761
GB08723877,2014,0.3
GB08723877,2015,0.3
GB08723877,2016,-11.331
GB08723877,2017,-3.54
GB08723877,2018,-3.468
GB08723877,2019,-6.462
GB08723915,2014,0.489
GB08723915,2014,0.489
GB08723915,2015,0.276
GB08723915,2015,0.276
GB08723915,2016,0.354
GB08723915,2016,0.354
GB08723915,2017,1.256
GB08723915,2017,1.256
GB08723915,2018,0.114
GB08723915,2018,0.114
GB08723922,2014,2.346
GB08723922,2015,3.611
GB08723922,2016,2.346
GB08723922,2017,4.349
GB08723922,2018,15.4
GB08723969,2014,-5.702
GB08723969,2015,11.576
GB08723969,2016,25.742
GB08723969,2017,-9.858
GB08723969,2018,13.031
GB08724004,2014,143.065
GB08724004,2014,143.065
GB08724004,2015,357.051
GB08724004,2015,357.051
GB08724004,2016,-721.674
GB08724004,2016,-721.674
GB08724004,2017,65.008
GB08724004,2017,65.008
GB08724004,2018,55.604
GB08724004,2018,55.604
GB08724029,2014,5.303
GB08724029,2014,5.303
GB08724029,2015,3.53
GB08724029,2015,3.53
GB08724029,2016,-1.043
GB08724029,2016,-1.043
GB08724029,2017,5.89
GB08724029,2017,5.89
GB08724029,2018,0.153
GB08724029,2018,0.153
GB08724029,2019,0.186
GB08724029,2019,0.186
GB08724210,2014,12.665
GB08724210,2014,12.665
GB08724210,2015,0.082
GB08724210,2015,0.082
GB08724210,2016,1.021
GB08724210,2016,1.021
GB08724210,2017,4.128
GB08724210,2017,4.128
GB08724210,2018,0.284
GB08724210,2018,0.284
GB08724249,2014,-6.841
GB08724249,2014,-6.841
GB08724249,2015,-11.346
GB08724249,2015,-11.346
GB08724249,2016,-10.922
GB08724249,2016,-10.922
GB08724249,2017,-9.12
GB08724249,2017,-9.12
GB08724249,2018,-9.345
GB08724249,2018,-9.345
GB08724327,2014,0.1
GB08724327,2015,236.931
GB08724327,2016,294.334
GB08724360,2014,1193.417
GB08724360,2015,2591.532
GB08724360,2016,2599.752
GB08724360,2017,2596.871
GB08724360,2018,-6254.0
GB08724366,2014,0.001
GB08724366,2014,0.001
GB08724366,2015,0.038
GB08724366,2015,0.038
GB08724366,2016,48.268
GB08724366,2016,48.268
GB08724366,2017,69.867
GB08724366,2017,69.867
GB08724366,2018,84.759
GB08724366,2018,84.759
GB08724376,2014,-8.348
GB08724376,2015,-17.626
GB08724376,2016,-17.826
GB08724386,2014,-16.243
GB08724386,2015,-6.287
GB08724386,2016,-10.928
GB08724386,2017,-0.844
GB08724386,2018,-12.674
GB08724391,2015,0.065
GB08724391,2016,-15.969
GB08724391,2017,-57.829
GB08724391,2018,-85.9
GB08724391,2019,-119.203
GB08724395,2014,-0.325
GB08724395,2015,-155.791
GB08724395,2016,-490.676
GB08724395,2017,-681.859
GB08724395,2018,-761.95
GB08724400,2014,1.366
GB08724400,2015,1.883
GB08724400,2016,2.966
GB08724400,2017,4.486
GB08724400,2018,4.685
GB08724430,2014,0.238
GB08724430,2015,0.247
GB08724430,2016,-0.928
GB08724450,2014,-70.65
GB08724450,2015,-109.271
GB08724450,2016,-97.777
GB08724450,2017,-32.34
GB08724450,2018,11.668
GB08724454,2014,0.155
GB08724454,2015,0.002
GB08724454,2016,0.362
GB08724458,2014,5.399
GB08724458,2015,5.295
GB08724458,2016,0.145
GB08724458,2017,11.983
GB08724458,2018,21.412
GB08724458,2019,20.656
GB08724466,2014,0.016
GB08724466,2015,1.048
GB08724466,2016,0.081
GB08724466,2017,0.045
GB08724466,2018,3.786
GB08724540,2015,1.32
GB08724540,2016,5.771
GB08724540,2017,0.106
GB08724540,2018,12.217
GB08724540,2019,7.646
GB08724557,2014,1.383
GB08724557,2015,1.708
GB08724557,2016,0.002
GB08724557,2017,0.193
GB08724557,2019,0.148
GB08724591,2014,-10.686
GB08724591,2015,-161.024
GB08724591,2016,-581.915
GB08724591,2017,-930.791
GB08724591,2018,-1205.692
GB08724596,2014,0.376
GB08724596,2015,1.286
GB08724596,2016,1.286
GB08724596,2017,0.608
GB08724610,2014,0.001
GB08724610,2015,6.746
GB08724610,2016,0.002
GB08724610,2017,7.562
GB08724610,2018,7.562
GB08724612,2014,-37.672
GB08724612,2015,-110.622
GB08724612,2016,-345.489
GB08724612,2017,-323.393
GB08724612,2018,-306.979
GB08724627,2014,0.002
GB08724627,2015,0.003
GB08724627,2016,0.466
GB08724642,2015,48.444
GB08724642,2016,89.046
GB08724642,2017,103.711
GB08724642,2018,81.312
GB08724642,2019,-10.648
GB08724731,2014,-85.511
GB08724731,2015,-76.827
GB08724731,2016,-67.092
GB08724731,2017,-43.03
GB08724833,2014,0.155
GB08724833,2015,4.142
GB08724833,2016,12.73
GB08724833,2017,13.761
GB08724833,2018,1.874
GB08724839,2014,0.104
GB08724839,2015,0.06
GB08724839,2016,0.188
GB08724839,2017,0.452
GB08724839,2018,0.031
GB08724844,2014,11.164
GB08724844,2015,-6.092
GB08724844,2016,-4.78
GB08724844,2017,2.688
GB08724844,2018,0.327
GB08724891,2014,0.002
GB08724891,2015,-0.325
GB08724891,2016,-5.931
GB08724891,2017,4.454
GB08724891,2018,0.13
GB08724925,2014,0.649
GB08724925,2015,0.514
GB08724925,2016,3.127
GB08724925,2017,6.928
GB08724925,2018,5.188
GB08724930,2014,0.089
GB08724930,2015,-2.723
GB08724930,2016,-3.307
GB08724930,2017,8.195
GB08724930,2018,-4.549
GB08724931,2016,0.1
GB08724931,2017,2.547
GB08724931,2018,7.562
GB08724931,2019,14.113
GB08725002,2014,0.002
GB08725002,2015,0.002
GB08725002,2016,0.079
GB08725002,2017,0.003
GB08725002,2018,0.013
GB08725030,2014,2.494
GB08725030,2015,2.494
GB08725030,2016,2.494
GB08725030,2017,10.145
GB08725030,2018,10.645
GB08725034,2014,-0.293
GB08725034,2015,-2.42
GB08725034,2016,-16.296
GB08725034,2017,-2.892
GB08725034,2018,-8.271
GB08725127,2013,0.001
GB08725127,2014,0.001
GB08725127,2015,0.001
GB08725127,2016,0.001
GB08725127,2017,0.986
GB08725127,2018,2.312
GB08725133,2014,1.543
GB08725133,2015,0.824
GB08725133,2016,0.797
GB08725133,2017,0.741
GB08725133,2018,0.741
GB08725134,2014,6.0
GB08725134,2015,1.001
GB08725134,2017,8.218
GB08725134,2018,12.113
GB08725134,2019,7.973
GB08725182,2014,0.001
GB08725182,2015,0.001
GB08725182,2016,-1.904
GB08725182,2017,58.828
GB08725182,2018,87.827
GB08725253,2014,0.1
GB08725253,2015,-0.142
GB08725253,2016,2.554
GB08725253,2017,2.805
GB08725253,2018,3.26
GB08725253,2019,5.158
GB08725257,2014,-3.017
GB08725257,2015,-72.64
GB08725257,2016,113.951
GB08725257,2017,81.23
GB08725257,2018,66.411
GB08725335,2014,0.1
GB08725335,2015,0.634
GB08725335,2016,15.356
GB08725335,2017,19.22
GB08725335,2018,17.836
GB08725335,2019,16.301
GB08725381,2014,0.881
GB08725381,2015,1.489
GB08725381,2016,2.169
GB08725381,2017,3.324
GB08725381,2018,5.505
GB08725381,2019,3.437
GB08725424,2014,-29.667
GB08725424,2015,-126.347
GB08725424,2016,-128.339
GB08725437,2014,-55.49
GB08725437,2015,-279.089
GB08725437,2016,-545.278
GB08725446,2014,0.923
GB08725446,2015,2.535
GB08725446,2016,2.369
GB08725446,2017,2.548
GB08725446,2018,1.75
GB08725457,2014,-137.859
GB08725457,2016,-142.433
GB08725457,2017,-147.286
GB08725457,2018,-126.864
GB08725457,2019,-108.71
GB08725490,2014,0.001
GB08725490,2015,1.692
GB08725490,2016,482.943
GB08725490,2017,895.361
GB08725490,2018,958.756
GB08725509,2014,8.975
GB08725509,2015,14.158
GB08725509,2016,23.498
GB08725509,2017,-2.789
GB08725509,2018,0.001
GB08725522,2014,1.921
GB08725522,2015,5.478
GB08725522,2016,19.435
GB08725522,2017,5.763
GB08725522,2018,14.999
GB08725522,2019,5.061
GB08725531,2014,16.423
GB08725531,2015,-0.32
GB08725531,2016,10.4
GB08725531,2017,4.774
GB08725531,2018,-0.16
GB08725531,2019,-2.264
GB08725544,2014,0.1
GB08725544,2015,0.1
GB08725544,2016,0.1
GB08725544,2017,6.406
GB08725544,2018,8.894
GB08725544,2019,18.095
GB08725612,2014,-12.182
GB08725612,2015,18.66
GB08725612,2016,7.764
GB08725612,2017,7.844
GB08725612,2018,14.084
GB08725643,2014,2748.0
GB08725643,2015,1940.0
GB08725643,2016,484.0
GB08725643,2017,627.0
GB08725643,2018,1834.0
GB08725643,2019,-791.0
GB08725668,2014,2.942
GB08725668,2015,-1.777
GB08725668,2016,-3.805
GB08725668,2017,-2.868
GB08725668,2018,-2.148
GB08725671,2014,-4.761
GB08725671,2015,-36.935
GB08725671,2016,18.642
GB08725671,2017,17.992
GB08725671,2018,19.973
GB08725679,2014,50.0
GB08725679,2015,-23.736
GB08725679,2016,-29.398
GB08725679,2017,-34.965
GB08725679,2018,-34.965
GB08725752,2014,0.001
GB08725752,2016,0.1
GB08725752,2017,0.1
GB08725752,2018,0.1
GB08725752,2019,0.1
GB08725759,2014,3.173
GB08725759,2015,7.931
GB08725759,2016,-0.009
GB08725759,2017,2.312
GB08725759,2018,2.888
GB08725776,2014,-6.185
GB08725776,2015,-11.971
GB08725776,2016,-13.011
GB08725776,2017,-8.167
