bv_id,year,net_assets_th_gbp
GB07702821,2014,6.605
GB07702821,2015,6.743
GB07702821,2016,0.65
GB07702821,2017,2.08
GB07702821,2018,-7.425
GB07702821,2019,-11.887
GB07702832,2012,0.6
GB07702832,2013,0.6
GB07702832,2014,0.6
GB07702832,2015,1.053
GB07702832,2016,0.657
GB07702832,2017,0.584
GB07702832,2018,0.506
GB07702888,2012,-19.91
GB07702888,2013,581.391
GB07702888,2014,0.001
GB07702888,2015,0.001
GB07702888,2016,0.001
GB07702888,2017,0.001
GB07702888,2018,0.001
GB07702888,2019,0.001
GB07702938,2012,1.698
GB07702938,2013,1.339
GB07702938,2014,1.888
GB07702938,2015,2.575
GB07702938,2016,1.278
GB07702938,2017,8.193
GB07702944,2012,0.001
GB07702944,2013,4117.0
GB07702944,2014,4392.0
GB07702944,2015,4728.0
GB07702944,2016,176.0
GB07702944,2017,176.0
GB07702944,2018,68.0
GB07703021,2012,0.839
GB07703021,2013,29.288
GB07703021,2014,26.061
GB07703021,2015,21.467
GB07703041,2012,-11.511
GB07703041,2013,-44.512
GB07703041,2014,-24.021
GB07703041,2015,-381.697
GB07703041,2016,-589.654
GB07703075,2012,0.002
GB07703075,2013,0.002
GB07703075,2014,0.002
GB07703075,2015,0.002
GB07703075,2016,0.002
GB07703075,2017,0.002
GB07703075,2018,0.002
GB07703111,2012,42.333
GB07703111,2013,58.008
GB07703111,2014,91.672
GB07703111,2015,99.051
GB07703111,2016,40.313
GB07703111,2017,0.535
GB07703111,2018,16.355
GB07703111,2019,42.471
GB07703122,2012,-97.891
GB07703122,2013,-28.305
GB07703122,2014,-28.305
GB07703122,2015,-184.361
GB07703122,2016,-362.818
GB07703122,2017,-341.901
GB07703122,2018,-333.204
GB07703131,2012,0.04
GB07703131,2013,52.687
GB07703131,2014,30.237
GB07703131,2015,6.395
GB07703149,2012,-123.589
GB07703149,2013,-257.143
GB07703149,2014,-255.473
GB07703149,2015,-412.327
GB07703164,2012,0.001
GB07703164,2013,-0.326
GB07703164,2014,-1.202
GB07703164,2015,-1.202
GB07703164,2016,-1.202
GB07703164,2017,-1.202
GB07703164,2018,-2.824
GB07703164,2019,-4.333
GB07703178,2012,0.751
GB07703178,2013,-0.866
GB07703178,2014,10.63
GB07703178,2015,15.809
GB07703178,2016,24.715
GB07703178,2017,29.274
GB07703178,2018,12.938
GB07703186,2012,1.49
GB07703186,2013,0.795
GB07703186,2014,-0.343
GB07703186,2015,0.002
GB07703218,2012,0.002
GB07703218,2013,0.002
GB07703218,2014,0.002
GB07703247,2012,0.627
GB07703247,2013,3.147
GB07703247,2014,14.869
GB07703247,2015,5.99
GB07703247,2016,-9.05
GB07703247,2017,8.244
GB07703247,2018,-3.761
GB07703247,2019,4.11
GB07703250,2012,0.001
GB07703250,2013,0.001
GB07703250,2014,11.131
GB07703250,2015,1.414
GB07703250,2016,0.001
GB07703250,2017,0.168
GB07703250,2018,47.711
GB07703268,2012,0.978
GB07703268,2013,2.081
GB07703268,2014,1.743
GB07703268,2015,0.008
GB07703268,2016,5.796
GB07703268,2017,1.81
GB07703268,2018,1.798
GB07703268,2019,2.19
GB07703270,2012,17.059
GB07703270,2013,9.141
GB07703270,2014,36.832
GB07703270,2015,18.647
GB07703270,2016,2.152
GB07703270,2017,0.778
GB07703276,2012,108.346
GB07703276,2013,10.413
GB07703276,2014,8.803
GB07703276,2015,2.784
GB07703276,2016,4.113
GB07703276,2017,3.133
GB07703276,2018,0.142
GB07703278,2012,13.578
GB07703278,2013,8.808
GB07703278,2014,0.002
GB07703278,2015,0.002
GB07703278,2016,8.274
GB07703278,2017,33.188
GB07703278,2018,28.696
GB07703278,2019,28.201
GB07703305,2012,3.681
GB07703305,2013,10.159
GB07703305,2014,13.316
GB07703305,2015,-9.634
GB07703305,2016,-25.129
GB07703305,2017,-12.538
GB07703305,2018,-42.407
GB07703343,2015,5.391
GB07703343,2016,1.474
GB07703343,2017,3.415
GB07703343,2018,12.461
GB07703343,2019,10.912
GB07703346,2012,0.495
GB07703346,2013,0.268
GB07703346,2014,0.052
GB07703346,2015,-0.639
GB07703346,2016,-1.604
GB07703346,2017,-2.089
GB07703346,2018,-2.636
GB07703349,2012,0.053
GB07703349,2013,0.124
GB07703349,2014,1.468
GB07703349,2015,-25.441
GB07703349,2016,-45.933
GB07703349,2017,5.1
GB07703349,2018,9.524
GB07703410,2012,0.001
GB07703410,2013,0.001
GB07703410,2014,0.001
GB07703410,2015,0.001
GB07703410,2016,0.001
GB07703410,2017,0.001
GB07703410,2018,0.001
GB07703460,2012,-0.793
GB07703460,2013,-1.588
GB07703460,2014,-8.201
GB07703460,2015,-12.186
GB07703460,2016,-12.086
GB07703460,2017,-12.086
GB07703460,2018,-12.086
GB07703460,2019,-12.086
GB07703468,2012,0.001
GB07703468,2013,2.583
GB07703468,2014,24.603
GB07703468,2015,54.846
GB07703468,2016,91.035
GB07703468,2017,97.443
GB07703468,2018,83.574
GB07703468,2019,103.301
GB07703491,2012,-17.646
GB07703491,2013,12.25
GB07703491,2014,-224.486
GB07703491,2015,-338.143
GB07703491,2016,-423.594
GB07703491,2017,-577.065
GB07703491,2018,-886.397
GB07703491,2019,-1444.746
GB07703498,2013,1.226
GB07703498,2014,1.07
GB07703498,2015,6.65
GB07703498,2016,6.531
GB07703498,2017,5.113
GB07703498,2018,4.982
GB07703500,2012,0.001
GB07703500,2013,1.102
GB07703500,2014,15.64
GB07703500,2015,0.003
GB07703500,2016,-1.515
GB07703500,2017,-2.886
GB07703551,2012,0.04
GB07703551,2013,0.128
GB07703551,2014,0.181
GB07703551,2015,0.313
GB07703551,2016,-0.119
GB07703566,2012,-2.302
GB07703566,2013,-3.681
GB07703566,2014,-5.348
GB07703566,2015,3.57
GB07703566,2016,0.97
GB07703566,2017,-7.616
GB07703566,2018,4.508
GB07703575,2011,1.239
GB07703575,2012,2151.729
GB07703575,2013,6559.0
GB07703575,2014,7346.0
GB07703582,2011,1.239
GB07703582,2012,634.699
GB07703582,2013,923.0
GB07703582,2014,980.0
GB07703585,2011,1.239
GB07703585,2012,1376.09
GB07703585,2013,2395.0
GB07703585,2014,2781.0
GB07703604,2012,-22.479
GB07703604,2014,-92.157
GB07703604,2015,-26.131
GB07703604,2016,223.504
GB07703604,2017,450.356
GB07703604,2018,274.92
GB07703610,2013,3216.0
GB07703610,2014,3993.0
GB07703610,2015,-96.0
GB07703610,2016,-126.0
GB07703610,2017,-186.0
GB07703610,2018,83.0
GB07703610,2019,76.0
GB07703620,2012,-9.033
GB07703620,2013,2.381
GB07703620,2014,15.716
GB07703620,2015,43.902
GB07703620,2016,46.9
GB07703620,2017,44.402
GB07703620,2018,96.074
GB07703646,2012,-15.015
GB07703646,2013,-40.9
GB07703646,2014,-32.576
GB07703646,2015,-26.512
GB07703646,2016,-23.748
GB07703646,2017,-7.51
GB07703646,2018,0.421
GB07703668,2012,5.235
GB07703668,2013,-10.553
GB07703668,2014,-7.662
GB07703668,2015,-14.339
GB07703668,2016,-23.558
GB07703668,2017,0.058
GB07703668,2018,0.088
GB07703733,2012,-0.495
GB07703733,2013,1.188
GB07703733,2014,0.536
GB07703733,2015,1.474
GB07703736,2012,0.002
GB07703736,2013,7.519
GB07703736,2014,22.869
GB07703736,2015,31.791
GB07703736,2016,33.736
GB07703736,2017,31.025
GB07703736,2018,31.014
GB07703736,2019,26.293
GB07703740,2012,-60.873
GB07703740,2013,-1089.702
GB07703740,2014,-3262.732
GB07703740,2015,3559.726
GB07703740,2016,3262.402
GB07703740,2017,0.001
GB07703740,2018,0.001
GB07703743,2011,1.239
GB07703743,2012,15078.988
GB07703743,2013,12618.0
GB07703743,2014,36889.0
GB07703770,2012,0.425
GB07703770,2013,0.425
GB07703770,2014,0.425
GB07703770,2015,0.425
GB07703770,2016,0.425
GB07703770,2017,0.425
GB07703770,2018,0.425
GB07703770,2019,0.425
GB07703790,2012,-4.225
GB07703790,2013,-3.279
GB07703790,2014,-3.594
GB07703806,2012,0.462
GB07703806,2013,25.658
GB07703806,2014,10.457
GB07703806,2015,5.743
GB07703806,2016,2.339
GB07703806,2017,0.181
GB07703806,2018,-0.668
GB07703806,2019,0.332
GB07703864,2012,56.0
GB07703864,2013,-31.0
GB07703864,2014,-1133.0
GB07703864,2015,-2457.0
GB07703864,2016,-2661.0
GB07703864,2017,-1310.0
GB07703864,2018,-1473.0
GB07703879,2012,-0.724
GB07703879,2013,-3.577
GB07703879,2014,-4.917
GB07703879,2015,-2.102
GB07703879,2016,0.123
GB07703879,2017,0.814
GB07703879,2018,4.928
GB07703879,2019,5.051
GB07703890,2012,364.192
GB07703890,2013,449.239
GB07703890,2014,528.515
GB07703890,2015,472.682
GB07703890,2016,-527.375
GB07703890,2017,-467.593
GB07703890,2018,-573.388
GB07703890,2019,-491.172
GB07703894,2012,15.621
GB07703894,2013,-22.921
GB07703894,2014,-344.359
GB07703922,2012,14.937
GB07703922,2013,0.002
GB07703922,2014,0.211
GB07703922,2015,0.038
GB07703922,2016,0.02
GB07703922,2017,0.026
GB07703936,2012,4.322
GB07703936,2013,4.844
GB07703936,2014,3.591
GB07703936,2015,2.188
GB07703936,2016,-5.61
GB07703942,2012,0.402
GB07703942,2013,-7.936
GB07703942,2014,-29.09
GB07703942,2015,25.074
GB07703942,2016,0.952
GB07703942,2017,4.178
GB07703942,2018,40.626
GB07703968,2012,2.444
GB07703968,2013,1.263
GB07703968,2014,1.15
GB07703988,2012,-39.159
GB07703988,2013,-39.729
GB07703988,2014,-40.242
GB07703988,2015,0.1
GB07703988,2016,0.477
GB07703988,2017,5.343
GB07703988,2018,4.728
GB07704016,2012,6.168
GB07704016,2013,1.001
GB07704016,2014,-5.487
GB07704016,2015,-7.021
GB07704016,2016,-9.086
GB07704016,2017,-48.581
GB07704016,2018,-49.66
GB07704050,2012,-4.253
GB07704050,2013,0.99
GB07704050,2014,0.788
GB07704050,2015,2.619
GB07704050,2016,1.741
GB07704050,2017,0.833
GB07704050,2018,2.427
GB07704058,2012,-1.044
GB07704058,2013,0.608
GB07704058,2014,-2.117
GB07704058,2015,-0.127
GB07704058,2016,0.213
GB07704058,2017,0.1
GB07704058,2018,0.1
GB07704068,2013,46.062
GB07704068,2014,42.499
GB07704068,2016,-0.645
GB07704089,2012,0.001
GB07704089,2013,136.357
GB07704089,2014,495.559
GB07704089,2015,1126.595
GB07704089,2016,1749.27
GB07704112,2012,0.1
GB07704112,2013,5.473
GB07704112,2014,2.977
GB07704112,2015,5.101
GB07704112,2016,0.258
GB07704112,2017,0.349
GB07704112,2018,0.589
GB07704130,2012,0.01
GB07704130,2013,0.493
GB07704130,2014,0.504
GB07704130,2015,1.679
GB07704130,2016,0.976
GB07704130,2017,0.712
GB07704130,2018,1.74
GB07704167,2012,-4.607
GB07704167,2013,3.678
GB07704167,2014,26.491
GB07704167,2015,53.153
GB07704167,2016,531.658
GB07704167,2017,920.513
GB07704169,2012,1.571
GB07704169,2013,-0.277
GB07704169,2014,0.237
GB07704169,2015,0.283
GB07704169,2016,0.181
GB07704169,2017,2.119
GB07704169,2018,1.942
GB07704203,2012,4.099
GB07704203,2013,8.436
GB07704203,2014,6.338
GB07704203,2015,4.612
GB07704203,2016,0.55
GB07704223,2012,-0.522
GB07704223,2013,-0.655
GB07704223,2014,0.001
GB07704223,2015,0.001
GB07704223,2016,0.001
GB07704223,2017,0.001
GB07704223,2018,0.001
GB07704223,2019,0.1
GB07704239,2012,-0.064
GB07704239,2013,1.227
GB07704239,2014,4.427
GB07704239,2015,10.765
GB07704239,2016,24.12
GB07704239,2017,44.04
GB07704239,2018,27.243
GB07704239,2019,34.207
GB07704250,2012,4.92
GB07704250,2013,-4.421
GB07704250,2014,-9.3
GB07704250,2015,-16.264
GB07704250,2016,-19.678
GB07704250,2017,-16.156
GB07704250,2018,-7.498
GB07704274,2012,0.1
GB07704274,2013,0.1
GB07704274,2014,0.1
GB07704274,2015,-37.341
GB07704334,2012,-3.041
GB07704334,2013,1.185
GB07704334,2014,2.094
GB07704334,2015,4.276
GB07704334,2016,-1.575
GB07704403,2012,-17.033
GB07704403,2013,-13.264
GB07704403,2014,-9.773
GB07704403,2015,-5.288
GB07704403,2016,0.647
GB07704403,2017,7.231
GB07704403,2018,6.632
GB07704493,2012,-0.179
GB07704493,2013,0.505
GB07704493,2014,0.334
GB07704493,2015,0.312
GB07704502,2012,0.001
GB07704502,2013,0.001
GB07704502,2014,2.251
GB07704502,2015,14.895
GB07704502,2016,5.961
GB07704502,2017,14.126
GB07704502,2018,16.871
GB07704523,2012,0.475
GB07704523,2013,1.919
GB07704523,2014,2.961
GB07704523,2015,3.408
GB07704523,2016,3.542
GB07704523,2017,3.978
GB07704523,2018,4.954
GB07704536,2012,-5.94
GB07704536,2013,0.296
GB07704536,2014,-7.321
GB07704536,2015,-12.115
GB07704536,2016,-12.955
GB07704536,2017,-19.962
GB07704536,2018,-26.96
GB07704536,2019,-29.88
GB07704554,2012,0.503
GB07704554,2013,0.535
GB07704554,2014,0.153
GB07704554,2015,0.186
GB07704554,2016,0.064
GB07704554,2017,0.346
GB07704554,2018,1.106
GB07704571,2012,0.995
GB07704571,2013,0.001
GB07704571,2014,-0.001
GB07704571,2015,1.604
GB07704571,2016,0.392
GB07704571,2017,7.605
GB07704571,2018,24.252
GB07704604,2012,0.001
GB07704604,2013,0.001
GB07704604,2014,-3.199
GB07704604,2015,0.776
GB07704604,2016,10.765
GB07704604,2017,10.8
GB07704604,2018,0.25
GB07704637,2012,0.079
GB07704637,2013,5.331
GB07704637,2014,8.026
GB07704637,2015,2.424
GB07704637,2016,1.095
GB07704637,2017,1.208
GB07704637,2018,1.226
GB07704656,2012,17.192
GB07704656,2013,23.425
GB07704656,2014,18.816
GB07704656,2015,20.692
GB07704656,2016,23.343
GB07704656,2017,27.78
GB07704656,2018,0.565
GB07704677,2012,0.1
GB07704677,2013,-13.334
GB07704677,2014,-13.207
GB07704677,2015,-13.59
GB07704677,2016,6.107
GB07704677,2017,19.437
GB07704677,2018,-22.433
GB07704677,2019,3.803
GB07704678,2012,10.018
GB07704678,2013,1.903
GB07704678,2014,3.558
GB07704678,2015,3.756
GB07704678,2016,1.121
GB07704678,2017,14.25
GB07704678,2018,4.204
GB07704678,2019,0.105
GB07704702,2012,0.553
GB07704702,2013,1.281
GB07704702,2014,10.606
GB07704702,2015,22.661
GB07704702,2016,34.908
GB07704702,2017,71.159
GB07704702,2018,114.28
GB07704769,2012,0.067
GB07704769,2013,0.336
GB07704769,2014,0.486
GB07704827,2012,-6.198
GB07704827,2013,-30.834
GB07704827,2014,-11.398
GB07704827,2015,-12.543
GB07704827,2016,-16.553
GB07704830,2012,-0.165
GB07704830,2013,0.13
GB07704830,2014,7.776
GB07704830,2015,29.341
GB07704830,2016,0.206
GB07704830,2017,8.333
GB07704830,2018,0.542
GB07704845,2012,1.0
GB07704845,2013,1.0
GB07704845,2014,1.0
GB07704845,2015,-1.912
GB07704896,2012,2.35
GB07704896,2013,0.596
GB07704896,2014,0.848
GB07704896,2015,0.266
GB07704896,2016,-0.177
GB07704896,2017,1.673
GB07704896,2018,7.728
GB07704896,2019,1.555
GB07704927,2012,0.259
GB07704927,2013,-0.252
GB07704927,2014,-18.096
GB07704927,2015,-59.357
GB07704927,2016,0.163
GB07704927,2017,-46.966
GB07704927,2018,-84.85
GB07704964,2012,-13.256
GB07704964,2013,96.434
GB07704964,2014,418.005
GB07704964,2015,725.55
GB07704964,2016,906.647
GB07704964,2017,795.569
GB07704964,2018,1129.824
GB07704977,2012,7.934
GB07704977,2013,1.511
GB07704977,2014,-368.385
GB07704977,2015,-287.572
GB07704977,2016,-293.662
GB07704977,2017,-273.41
GB07704977,2019,-273.0
GB07704998,2012,-1.514
GB07704998,2013,-2.599
GB07704998,2014,-2.371
GB07704998,2015,-0.737
GB07704998,2016,1.285
GB07704998,2017,1.503
GB07704998,2018,3.06
GB07705018,2012,-13.356
GB07705018,2013,-27.728
GB07705018,2014,-17.844
GB07705018,2015,42.104
GB07705030,2012,-153464.0
GB07705030,2013,-178336.0
GB07705030,2014,-246256.0
GB07705030,2015,-219508.0
GB07705030,2016,-517488.0
GB07705030,2017,-186363.0
GB07705030,2018,-248541.0
GB07705044,2012,1.085
GB07705044,2013,0.008
GB07705044,2017,0.001
GB07705044,2018,0.001
GB07705089,2013,0.202
GB07705089,2014,0.128
GB07705089,2015,6.806
GB07705089,2016,15.6
GB07705089,2017,189.783
GB07705089,2018,166.626
GB07705091,2012,29.709
GB07705091,2013,12.938
GB07705091,2014,3.882
GB07705091,2015,21.317
GB07705091,2016,4.568
GB07705091,2017,0.577
GB07705091,2018,10.83
GB07705102,2012,4.103
GB07705102,2013,19.517
GB07705102,2014,23.156
GB07705102,2015,20.615
GB07705102,2016,-0.075
GB07705102,2017,-0.314
GB07705102,2018,-0.554
GB07705110,2012,1.787
GB07705110,2013,5.976
GB07705110,2014,10.697
GB07705110,2015,4.642
GB07705110,2016,11.387
GB07705110,2017,3.134
GB07705110,2018,10.379
GB07705131,2012,3.228
GB07705131,2013,1.039
GB07705131,2014,25.714
GB07705131,2015,45.449
GB07705131,2016,23.318
GB07705131,2017,22.469
GB07705131,2018,39.156
GB07705136,2012,0.1
GB07705136,2013,0.1
GB07705136,2014,15.926
GB07705136,2015,140.226
GB07705136,2016,1382.361
GB07705136,2017,9509.479
GB07705136,2018,17304.88
GB07705136,2019,25422.8
GB07705159,2012,-1.815
GB07705159,2013,-1.424
GB07705159,2014,6.422
GB07705159,2015,0.01
GB07705159,2016,0.01
GB07705169,2012,0.1
GB07705169,2013,0.1
GB07705169,2014,0.1
GB07705169,2015,0.1
GB07705169,2016,0.1
GB07705169,2017,205.073
GB07705169,2018,777.793
GB07705169,2019,4744.907
GB07705182,2012,0.829
GB07705182,2013,1.693
GB07705182,2014,1.667
GB07705182,2015,1.3
GB07705182,2016,2.119
GB07705182,2017,3.619
GB07705182,2018,11.155
GB07705182,2019,9.816
GB07705184,2012,1.143
GB07705227,2012,-0.989
GB07705227,2013,-3.995
GB07705227,2014,-7.522
GB07705227,2015,-6.697
GB07705227,2016,-8.124
GB07705227,2017,-8.937
GB07705227,2018,-3.436
GB07705227,2019,-2.006
GB07705234,2012,6.83
GB07705234,2013,2.024
GB07705234,2014,4.427
GB07705234,2015,3.471
GB07705234,2016,3.314
GB07705234,2017,4.223
GB07705234,2018,2.795
GB07705235,2012,-2.823
GB07705235,2013,1.172
GB07705235,2014,19.465
GB07705235,2015,37.011
GB07705235,2016,50.855
GB07705235,2017,69.206
GB07705235,2018,84.77
GB07705247,2012,-2.797
GB07705247,2013,-1.303
GB07705247,2014,-3.775
GB07705247,2015,-2.475
GB07705247,2016,0.283
GB07705247,2017,-0.124
GB07705247,2018,-2.815
GB07705247,2019,-2.511
GB07705294,2012,0.828
GB07705294,2013,0.58
GB07705294,2014,0.767
GB07705294,2015,0.36
GB07705294,2016,0.406
GB07705294,2017,0.611
GB07705326,2012,0.584
GB07705326,2013,0.356
GB07705326,2014,0.272
GB07705326,2015,0.474
GB07705326,2016,0.408
GB07705331,2012,-42.963
GB07705331,2013,-60.633
GB07705331,2014,-67.612
GB07705331,2015,-73.824
GB07705331,2016,-117.162
GB07705331,2017,-124.413
GB07705331,2018,-97.284
GB07705331,2019,-93.986
GB07705387,2012,0.118
GB07705387,2013,-1.821
GB07705387,2014,-1.92
GB07705387,2015,0.1
GB07705387,2016,4.744
GB07705387,2017,4.152
GB07705387,2018,1.063
GB07705387,2019,0.769
GB07705389,2013,1.694
GB07705389,2014,5.787
GB07705389,2015,9.042
GB07705389,2016,20.265
GB07705389,2017,26.652
GB07705389,2018,26.816
GB07705389,2019,29.226
GB07705395,2012,1.087
GB07705395,2013,2.061
GB07705395,2014,4.144
GB07705395,2015,5.623
GB07705395,2016,8.111
GB07705395,2017,10.933
GB07705395,2018,14.007
GB07705395,2019,15.871
GB07705398,2012,-2.45
GB07705398,2013,-3.333
GB07705398,2014,-0.543
GB07705398,2015,1.36
GB07705398,2016,3.373
GB07705398,2017,3.074
GB07705398,2018,3.747
GB07705405,2012,-0.38
GB07705405,2013,-0.124
GB07705405,2014,-0.061
GB07705405,2015,0.924
GB07705405,2016,0.984
GB07705405,2017,1.189
GB07705405,2018,0.045
GB07705413,2012,9.363
GB07705413,2013,3.059
GB07705413,2014,0.859
GB07705414,2012,0.001
GB07705414,2013,0.001
GB07705414,2014,2.861
GB07705414,2015,7.933
GB07705414,2016,9.873
GB07705426,2011,82.0
GB07705426,2012,-262.0
GB07705426,2013,109.0
GB07705426,2014,-6.0
GB07705426,2015,-728.0
GB07705426,2016,-1080.0
GB07705426,2017,-1159.0
GB07705426,2018,-1288.0
GB07705448,2011,0.001
GB07705448,2012,871.0
GB07705448,2013,1187.0
GB07705448,2014,1862.0
GB07705448,2015,1050.0
GB07705448,2016,256.0
GB07705448,2017,-627.0
GB07705448,2018,-477.0
GB07705450,2012,-0.41
GB07705450,2013,11.273
GB07705450,2014,19.447
GB07705450,2015,33.783
GB07705450,2016,43.51
GB07705450,2017,59.209
GB07705450,2018,80.376
GB07705450,2019,95.264
GB07705453,2012,0.001
GB07705453,2013,0.001
GB07705453,2014,0.001
GB07705453,2015,358.259
GB07705453,2016,-323.705
GB07705453,2017,-170.514
GB07705453,2018,129.8
GB07705475,2011,0.001
GB07705475,2012,0.001
GB07705475,2013,177.0
GB07705475,2014,-230.0
GB07705475,2015,-939.0
GB07705475,2016,-672.0
GB07705475,2017,-680.0
GB07705475,2018,-1654.0
GB07705494,2011,100.001
GB07705494,2012,47.0
GB07705494,2013,53.0
GB07705494,2014,60.0
GB07705494,2015,21.0
GB07705494,2016,-1.0
GB07705494,2017,-1.0
GB07705494,2018,-1.0
GB07705507,2012,44.65
GB07705507,2013,-35.788
GB07705507,2014,-14.584
GB07705507,2015,9.798
GB07705507,2016,11.813
GB07705535,2011,0.001
GB07705535,2012,27.0
GB07705535,2013,-308.0
GB07705535,2014,-301.0
GB07705535,2015,-634.0
GB07705535,2016,-638.0
GB07705535,2017,-806.0
GB07705535,2018,-615.0
GB07705538,2011,0.001
GB07705538,2012,-214.0
GB07705538,2013,-104.0
GB07705538,2014,-160.0
GB07705538,2015,-270.0
GB07705538,2016,-212.0
GB07705538,2017,-124.0
GB07705538,2018,-237.0
GB07705568,2012,32.598
GB07705568,2013,17.985
GB07705568,2014,10.282
GB07705568,2015,5.144
GB07705568,2016,-0.036
GB07705568,2017,-2.215
GB07705568,2018,-0.151
GB07705570,2012,0.001
GB07705570,2013,955.562
GB07705570,2014,1747.22
GB07705570,2015,612.157
GB07705570,2016,0.102
GB07705570,2017,0.102
GB07705570,2018,0.102
GB07705576,2012,2.762
GB07705576,2013,0.133
GB07705576,2014,0.111
GB07705576,2015,0.216
GB07705576,2016,5.38
GB07705576,2017,22.068
GB07705576,2018,26.639
GB07705577,2012,0.1
GB07705577,2013,0.1
GB07705577,2014,-0.06
GB07705578,2012,-11.147
GB07705578,2013,-10.766
GB07705578,2014,10.212
GB07705578,2015,-12.153
GB07705578,2016,-27.98
GB07705578,2017,-9.682
GB07705578,2018,0.1
GB07705580,2012,0.629
GB07705580,2013,2.024
GB07705580,2014,1.214
GB07705580,2015,0.849
GB07705580,2016,-1.826
GB07705580,2017,7.527
GB07705580,2018,20.512
GB07705580,2019,43.94
GB07705588,2011,-160.0
GB07705588,2012,-427.0
GB07705588,2013,-607.0
GB07705588,2014,-802.0
GB07705588,2015,-946.0
GB07705588,2016,-999.0
GB07705588,2017,-1301.0
GB07705588,2018,-1583.0
GB07705592,2011,0.001
GB07705592,2012,-713.0
GB07705592,2013,-608.0
GB07705592,2014,-664.0
GB07705592,2015,-958.0
GB07705592,2016,-1036.0
GB07705592,2017,-1166.0
GB07705592,2018,-1396.0
GB07705606,2012,13.952
GB07705606,2013,10.447
GB07705606,2014,9.624
GB07705606,2015,14.657
GB07705606,2016,9.859
GB07705606,2017,2.027
GB07705620,2013,4.504
GB07705620,2014,0.29
GB07705620,2015,0.199
GB07705629,2011,-99.0
GB07705629,2012,-358.0
GB07705629,2013,-618.0
GB07705629,2014,-912.0
GB07705629,2015,-1158.0
GB07705629,2016,-1823.0
GB07705629,2017,-1889.0
GB07705629,2018,-1954.0
GB07705659,2012,0.078
GB07705659,2013,-0.548
GB07705659,2014,0.245
GB07705659,2015,-5.332
GB07705659,2016,0.129
GB07705659,2017,-33.458
GB07705659,2018,-0.182
GB07705659,2019,1.2
GB07705660,2012,1.161
GB07705660,2013,1.842
GB07705660,2014,0.001
GB07705660,2015,23.139
GB07705660,2016,11.607
GB07705660,2017,0.001
GB07705661,2012,0.549
GB07705661,2013,4.736
GB07705661,2014,0.025
GB07705661,2015,2.745
GB07705686,2012,1.393
GB07705686,2013,1.802
GB07705686,2014,1.195
GB07705686,2015,0.945
GB07705686,2016,0.695
GB07705686,2017,-0.25
GB07705686,2018,0.445
GB07705733,2012,-47.585
GB07705733,2013,3.075
GB07705733,2014,-74.871
GB07705733,2015,-150.669
GB07705733,2016,2.265
GB07705733,2017,9.573
GB07705733,2018,20.671
GB07705745,2012,1.105
GB07705745,2013,5.772
GB07705745,2014,17.645
GB07705745,2015,32.354
GB07705745,2016,13.942
GB07705745,2017,76.65
GB07705745,2018,94.955
GB07705753,2012,1837.011
GB07705753,2013,1949.124
GB07705753,2014,2013.683
GB07705753,2015,2045.372
GB07705753,2016,-88.553
GB07705753,2017,108.961
GB07705753,2018,186.099
GB07705767,2011,-17.893
GB07705767,2012,893.136
GB07705767,2013,2085.046
GB07705767,2014,4116.18
GB07705767,2015,1067.56
GB07705767,2016,1059.767
GB07705774,2012,16.377
GB07705774,2013,20.67
GB07705774,2014,9.286
GB07705774,2015,1.827
GB07705774,2016,14.314
GB07705774,2017,21.704
GB07705774,2018,22.867
GB07705774,2019,23.001
GB07705803,2012,5.113
GB07705803,2013,2.352
GB07705803,2014,4.316
GB07705803,2015,2.466
GB07705803,2016,3.769
GB07705803,2017,3.392
GB07705803,2018,3.81
GB07705839,2012,2.586
GB07705839,2013,-1.9
GB07705839,2014,-2.169
GB07705843,2012,0.201
GB07705843,2013,0.994
GB07705843,2014,2.089
GB07705843,2015,65.311
GB07705843,2016,166.26
GB07705843,2017,263.399
GB07705843,2018,259.513
GB07705843,2019,326.535
GB07705871,2012,300.332
GB07705871,2013,-422.227
GB07705871,2014,-1258.168
GB07705871,2015,-1776.886
GB07705871,2016,-2117.151
GB07705878,2012,211.152
GB07705878,2013,314.868
GB07705878,2014,269.587
GB07705878,2015,2866.74
GB07705878,2016,2540.299
GB07705878,2017,-0.173
GB07705878,2018,3.663
GB07705878,2019,-139.445
GB07705938,2012,0.096
GB07705938,2013,0.472
GB07705938,2014,1.428
GB07705938,2015,1.464
GB07705938,2016,0.729
GB07705938,2017,0.001
GB07705946,2012,0.005
GB07705946,2013,-8.527
GB07705946,2014,11.308
GB07705946,2015,-0.962
GB07705946,2016,-12.806
GB07705946,2017,-15.01
GB07705946,2018,-17.228
GB07705972,2012,0.646
GB07705972,2013,0.429
GB07705972,2014,0.499
GB07705980,2012,-16.142
GB07705980,2013,-19.202
GB07705980,2014,-28.301
GB07705980,2015,-27.715
GB07705980,2016,-27.576
GB07705980,2017,-27.434
GB07705980,2018,-27.994
GB07706002,2012,-227.436
GB07706002,2013,-316.062
GB07706002,2014,-378.164
GB07706002,2015,-18.848
GB07706002,2016,65.244
GB07706025,2012,16.044
GB07706025,2013,33.123
GB07706025,2014,27.648
GB07706025,2015,9.383
GB07706025,2016,0.006
GB07706025,2017,0.008
GB07706025,2018,2.864
GB07706025,2019,11.102
GB07706098,2012,0.002
GB07706098,2013,0.784
GB07706098,2014,68.239
GB07706098,2015,216.923
